Ortet,dbh_bv,str_bv,br_bv,den_bv,pme_bv
306012,-3.100354024,0.746654419,1.050498626,13.0546158,0.374404791
306013,2.14851004,0.770535422,0.499603253,-2.49136157,0.109864954
306014,-0.040596668,-0.144539164,-0.297457324,-2.530916419,0.578700261
306015,6.858343783,0.615940906,-0.442250051,8.14234168,0.449775003
306016,17.33646521,0.356825441,0.990080881,4.753619038,-0.433296496
306017,-0.505855318,0.519279406,0.257250972,7.097011003,-0.351481301
306018,9.376000673,0.551896124,0.531054878,13.37599696,-0.119980249
306019,9.690126612,0.742393511,0.219483137,4.089180583,0.21391846
306020,10.59399242,-0.002839488,-0.295018035,-12.56665842,-0.937586804
306021,8.771671991,0.749689863,0.673923278,-6.450410624,-0.049048799
306022,11.20877479,-0.135859415,-1.285700764,-1.149537767,0.279870816
306023,3.341080845,-0.047835313,-1.135541122,10.41665128,0.354854835
306024,0.038180734,0.215889705,-1.435793114,9.95898279,-0.219433596
306025,4.008181692,0.133468225,-0.143555097,2.780060782,0.62184074600000006
306026,18.42767324,0.678353452,0.990913467,-13.72424959,0.252827203
306027,7.917994855,0.753175575,1.813950335,-7.310697135,0.073214712
306028,8.648106962,-0.273306677,-0.893216104,-26.9594903,0.369608089
306029,5.260270646,0.374755426,-0.047978688,11.23506601,0.252979182
306030,2.500508721,0.509909852,-1.174365182,8.283549319,0.264860092
306031,14.40405787,-0.005705534,-1.229060142,3.686324112,-0.009558499
306032,6.102359886,0.268584179,-0.954300732,-7.726370353,-0.238126319
306033,5.690464522,0.295660486,0.560574937,18.08350299,0.481598221
306035,0.942077762,0.578662204,0.360260066,-16.27397265,-0.192964168
306036,9.899385959,0.32073578,0.589233075,-8.940326182,-0.171212896
306037,20.45978959,-0.023921269,0.877927236,5.732778159,0.17125479
306038,11.14564324,-0.182049826,-1.415032349,-10.73599759,-0.056681437
306039,14.45997591,0.278372198,0.781746702,20.59326486,0.053386854
306040,22.46333871,0.487077607,1.080942992,-0.895480368,-0.076593826
306041,7.678284317,-0.530678864,-1.252946187,-31.67193395,0.437118454
306042,14.17089762,0.358170794,0.713969448,1.067651863,-0.775893698
306043,13.05835054,-0.156706379,0.945324915,1.242014394,-0.063732399
306044,4.818011357,0.115485669,0.05405447,-5.723827996,0.656298548
306045,12.5209016,0.582514424,1.294441201,8.991959655,-0.238440162
306046,2.437020574,0.515978609,0.556360705,-4.427576998,0.167756176
306047,13.46215454,0.337723024,-0.752008736,-4.697642823,-0.467093313
306048,10.36388561,0.489217327,1.355950109,-5.362772196,-0.273433832
306049,8.038183024,0.760591582,0.9199154,1.482950965,0.386740131
306050,20.45430868,0.373531733,0.68144589,-6.962622954,0.928645751
306051,6.781533526,1.155646657,0.494496939,2.659573271,0.645554128
306052,17.90685391,0.613693197,1.505600485,6.300615396,-0.588551386
306053,17.20785446,0.222607368,0.531896813,-12.36973295,0.855380522
306054,12.00542399,0.262859865,-0.956876236,-14.75457781,-0.198604569
306055,0.447871818,-0.184053987,0.955437085,-15.63835406,0.332649113
306056,6.823934826,0.04607686,0.303126472,-3.179793182,0.319907953
306057,18.02691722,0.057458667,-0.073473095,0.451517213,-1.156010245
306058,13.5382299,0.42289681,1.381612008,-0.522466094,-0.450476524
306059,21.1983365,0.451605807,0.807755828,-2.002593582,1.097883301
306060,19.57632218,0.549903355,1.080700665,-10.6064109,0.436529086
306061,0.836201393,0.478001378,0.391523445,-25.07705526,0.47790884
306062,10.26635229,0.242815655,-0.728615092,-0.020382071,-0.39577087
306063,11.02752847,0.190706812,-0.789751436,-3.449588104,-0.384230354
306064,9.462610047,0.195424606,-0.893969772,-12.93729688,0.050613932
306065,4.325815968,0.843002881,0.430771995,3.043898686,0.198873389
306066,4.469349291,0.164672595,-0.309273546,-5.312381817,0.084340668
306067,1.252127326,0.453434163,-0.004087775,3.694594825,-0.046564586
306068,6.959872992,1.253768606,0.54716914,0.214227168,0.488700409
306069,11.93058072,0.52067711,-0.76648498,-16.63436354,-0.084726315
306070,11.88296273,0.305710143,-0.16681252,-27.58875851,0.37881135
306071,12.05215836,0.456040195,1.43543978,5.490641068,-0.326140748
306072,6.771600603,-0.09217926,-1.033866037,-11.02991237,0.30602579
306073,10.25147497,-0.1126694,-1.265171819,-10.03677086,6.62785e-4
306074,5.607246845,0.905096134,-0.21884266,7.28061607,0.436461192
306075,6.309544395,0.406167425,-0.316270105,6.994685112,0.29780908
306076,4.768050071,1.253072516,1.212572343,5.749117923,0.594901747
306077,-2.969494455,0.568814757,-0.559704383,-12.66158198,0.298739635
306078,9.031218374,0.238578623,-0.721463747,1.017384301,0.614457046
306079,26.76344175,0.378827043,0.604297901,-9.892187599,-0.451503652
306080,11.25574309,1.114516761,1.354361467,-0.576168974,-0.021830242
306081,4.791206352,0.811984589,0.39477146,-1.893227646,0.389383488
306082,8.145734484,0.133650918,0.295290725,2.195985437,0.013053154
306083,15.11572702,0.19092995,-1.244155014,-11.07640686,-0.023000412
306084,5.582716838,0.936428371,-0.437753,0.587816311,0.621479235
306085,14.28624939,-0.06862579,-1.130436722,0.863606037,-0.323538164
306086,5.260117665,0.48776206,0.485057665,4.06322642,0.071061505
306087,0.034919184,0.819263923,0.600663088,-4.802969193,-0.216136935
306088,8.698354692,0.584202628,0.664094854,8.350402946,-0.00139229
306089,1.97902046,0.512387983,0.568976746,6.680419499,-0.027901239
306090,5.026394391,0.188703019,0.23155732,-3.23632677,0.210461793
306091,15.73713857,0.375724846,1.303479091,11.39436857,-0.266570359
306092,5.961620773,0.401345481,-0.807112046,5.093154531,0.650240719
306093,3.794498895,0.418902147,0.52063887,3.505121632,0.021649704
306094,10.5437775,0.743709954,1.514750615,-8.235705883,-0.144291003
306095,12.36350118,0.41160142,0.374880067,-9.358898365,0.513361328
306096,5.338689897,0.472037162,0.834275397,-18.90006611,-0.516893252
306097,7.180367572,0.643453645,1.440288615,-1.437203971,-0.202528646
306098,5.446861418,1.156682882,0.690518106,-2.98476884,0.595125504
306099,-1.2404336,0.42565439,0.352478552,-13.37218967,-0.354162619
306100,15.32673657,0.57470593699999994,0.050946079,-17.29453798,0.200904667
306101,7.281272558,0.742691647,0.501735636,-5.188029095,-0.004906025
306102,19.12155285,0.108795497,1.07546124,-5.484883062,1.311748575
306103,9.637774158,0.367437914,-0.712823601,2.924592591,0.752526978
306104,12.38101995,-0.318279764,0.580245707,6.471654559,-0.229964045
306105,0.932948048,0.525139283,0.449461319,-7.374129866,0.261159679
306106,8.609583426,0.792678106,0.907016258,5.386614334,0.142613953
306107,4.201326873,0.16087465,-0.011199902,-8.061876428,0.153766363
306108,4.765074945,0.188871186,0.195645594,1.447038021,0.50490731
306109,5.303409177,0.094334182,-0.266021234,11.02471221,0.871348594
306110,1.983269678,0.439425966,0.670864634,-7.230525077,0.163819158
306111,5.383063076,0.129665116,-0.127088239,20.02179961,1.478553559
306112,18.48370416,0.790931468,0.864689815,-23.5319669,-0.035232006
306113,8.832842057,0.193990137,0.124977312,-7.698248817,0.380861296
306114,6.045161947,0.717893756,-1.084022119,3.681412976,-0.451467423
306115,6.981099997,0.654787567,-0.904271381,-17.33375318,-0.714839302
306116,4.160525815,0.676599975,0.181739256,18.556288639999998,0.22431783
306117,3.463961598,0.862262414,-0.324177102,-6.132533254,-0.155993994
306118,3.089377591,0.438850518,-0.287080225,-19.54511469,-0.064485135
306119,6.76384359,0.326815642,0.157445789,7.927642786,0.275275332
306120,2.788182746,0.018041016,-0.293228354,-10.39108119,-0.320969989
306121,7.807994748,0.195564067,-0.550598466,-4.263295172,0.081232399
306122,5.685916054,-0.182384438,-1.542203495,-11.00844211,0.187708495
306123,9.362400417,0.495957996,-1.255051612,4.549609531,-0.102399293
306124,4.926667045,0.246922461,-0.28131697,7.133554147,0.089592418
306125,6.065016158,0.417052017,0.337286948,4.006275974,0.604500423
306126,-2.277516176,0.59025072,0.941217399,3.86429376,0.423290125
306127,0.18479755,0.459785284,0.163306997,0.847348466,0.207895788
306128,7.731868152,0.272626888,-0.670347753,7.613346104,0.558771211
306129,5.07674403,0.392103326,0.204124803,-9.178716957,-0.124585443
306130,-1.312295047,0.644900877,0.993965617,9.15382022,0.308746399
306131,19.42575427,0.007542183,0.702899394,-9.74195896,0.069618295
306132,15.26646674,0.392763257,1.03757838,9.170846811,-0.584828845
306133,9.979203767,0.585475607,0.710895035,-19.07485564,0.262732329
306134,4.363935526,-0.20759968,-0.920815606,-4.211062828,0.125117791
306135,6.568752601,0.58219136,0.418189699,7.740007431,0.130012283
306136,21.49782486,0.705875625,1.107520802,-16.76547834,0.346494034
306137,10.56566308,0.022771884,0.411727233,4.23741712,-0.216382059
306138,5.082133934,0.120970266,-1.323557897,-2.331820707,-0.765724454
306139,0.13524638,-0.207224457,0.718641215,-23.36699973,0.207359735
306140,9.218525097,0.495095328,-1.303527835,2.084973148,-0.285182346
306141,2.738968493,0.153023397,0.193557645,-7.066631349,0.85693
306142,14.4736875,0.54984184,0.83254684,-13.68357652,0.544199689
306143,15.72268718,0.534173806,1.027467726,19.20657009,-0.360014253
306144,6.066586521,0.489130553,0.621770799,-7.358776364,0.603358947
306145,4.862537693,0.504604552,-1.415350802,4.956923583,-0.602786001
306146,14.44480854,0.054647927,0.657485018,2.585322734,-0.383772879
306147,16.24036878,0.152143879,0.892065079,7.830058788,-0.32041329
306148,6.635012907,0.794724513,0.959241627,13.66256258,0.126964473
306149,6.338251899,0.709945803,0.523429942,-12.92275254,-0.209276508
306150,9.515795891,0.401402515,-1.302851131,-4.716181619,-0.431875132
306151,8.867791117,-0.673199547,-1.182031792,-23.76969053,0.420393339
306152,10.99884238,0.900314247,0.064262465,5.55396287,0.324477403
306153,3.750030505,0.703547981,0.632934065,-2.095338908,-0.234813181
306154,2.484012261,0.114053042,-0.041989677,1.103877587,0.618605296
306155,1.17147345,0.563016225,-0.100129533,3.19497755,-0.122117607
306156,4.805053156,0.615687579,0.820115555,-4.923634041,-0.457474114
306157,10.95884193,0.702495097,1.057102269,-14.77499213,-0.353217066
306158,5.890618033,0.806746611,0.38135138,10.90128179,0.119201963
306159,20.23307742,0.519471386,1.078509672,-18.93821219,0.383452246
306160,14.9340112,0.247089149,0.959702278,13.59782868,-0.148768086
306161,0.214797656,0.806319524,0.922053827,-0.614059078,-0.595698837
306162,18.70768489,0.454828893,1.130970386,-0.39816589,-0.715233984
306163,2.575819415,-0.338226559,0.153274867,-4.553075393,-0.090580655
306164,1.788369949,-0.087683171,0.905300808,-22.0800843,-0.088670371
306165,0.046463359,1.153771791,0.813951784,-10.35418386,-0.761395187
306166,15.27023725,0.279158449,1.02826711,8.536900259,-0.405453701
306167,9.194974023,-0.112308124,-1.453795781,-7.326750672,0.25152801
306168,-1.371835372,-0.281184284,0.574968942,-22.25153506,-0.133516994
306169,-0.724180262,0.474921812,0.461921582,9.304840088,0.864132709
306170,22.79072318,0.090498798,0.605216509,-14.37816498,-0.229949256
306171,14.63078718,0.310931932,0.883466265,15.22893727,-0.403944353
306172,14.23294553,-0.283651493,0.776373754,4.156843936,-0.274430245
306173,12.35842167,0.10307922,-0.623647003,-30.4890377,-0.332665268
306174,5.149296255,0.048445315,-0.153527479,-5.336372828,0.455753486
306175,5.989014701,0.644640548,1.21347007,-6.012184512,-0.161659291
306176,7.951192133,0.828091361,1.024942744,5.222957383,0.471778324
306177,12.73398421,0.359892885,-0.952829156,-27.44495873,-0.175382519
306178,6.462876868,0.22590332,-0.007102514,-4.631095832,0.256341723
306179,7.375168208,0.292297715,-0.387111787,-7.665660971,0.129723552
306180,16.76423853,0.834888565,1.061107297,-32.93820283,0.410896026
306181,22.16203542,0.199358019,0.828842246,-11.09548897,-0.066718034
306182,-3.08553004,1.021970441,0.807217159,-2.007944637,-0.572384398
306183,3.996894478,1.087487298,0.61215742,5.836320975,0.612601136
306184,8.948253837,0.301702832,-0.028927286,-12.73379128,0.085123062
306185,20.66089601,0.250279594,0.694715845,-13.03786683,-0.160171787
306186,6.690663412,0.640400875,-1.224437191,0.647587003,-0.49147954
306187,-2.08014164,0.445608732,-1.278580264,6.320543835,-0.009862838
306188,18.64228809,0.741562842,1.299056482,-9.906550904,0.395456459
306189,6.915127143,0.661265031,0.888773669,12.08120934,-0.086265223
306190,3.342411502,0.217855388,-1.413145268,4.586108366,-0.658842858
306191,9.830402979,-0.126136607,-1.03200409,-7.15939072,0.40521876
306192,9.351466093,0.017178531,-1.26049419,12.99067404,0.3868117
306193,16.99726396,0.098058406,0.568495288,-7.144565963,1.341902296
306194,16.05021779,-0.252738145,0.812675205,1.093120047,-0.299725114
306195,3.610328759,-0.112244213,-0.13004451,-0.120763714,0.715755572
306196,3.888812082,0.193068083,-0.398595761,8.28987479,1.126156123
306197,8.019299494,0.415801674,-0.967605118,-16.33234821,0.023376201
306198,4.134381765,0.788131265,0.540689045,20.13491382,0.528414898
306199,6.148968687,0.014086683,0.362228509,-3.653031634,0.016851467
306200,-1.934056724,0.46947918,0.245342191,-3.773748983,-0.091374287
306201,8.828285364,0.737752057,-1.330480691,6.435327752,-0.253962746
306202,-2.724356171,0.445117918,-0.37672193,17.208252,-0.411562258
306203,16.58506567,0.5819753,0.825563881,-23.8414313,0.542426826
306204,5.778308044,0.19545524,0.089105177,4.055703075,0.053709588
306205,7.010367808,0.257437001,0.026344642,-6.06550836,0.39189381
306206,2.251350361,0.596553759,1.07660231,5.377995595,-0.591059287
306207,5.534469974,0.24881148,-0.230342642,10.67462999,0.187845641
306208,6.736614487,0.271091736,-0.713988588,-0.924937064,0.500619356
306209,2.557698727,0.169942378,-0.336548932,12.22892537,1.153418604
306210,9.674658424,-0.498211982,-1.063247704,-34.09851397,0.453299714
